code,description,chapter,phecode,rank
E843.9,"Fall in, on, or from aircraft injuring other person",,,2
E844,Other specified air transport accidents,,,
E844.0,Other specified air transport accidents injuring occupant of spacecraft,,,5
E844.1,"Other specified air transport accidents injuring occupant of military aircraft, any",,,4
E844.2,Other specified air transport accidents injuring crew of commercial aircraft (powered) in surface to surface transport,,,2
E844.3,Other specified air transport accidents injuring other occupant of commercial aircraft (powered) in surface to surface transport,,,
E844.4,Other specified air transport accidents injuring occupant of commercial aircraft (powered) in surface to air transport,,,
E844.5,Other specified air transport accidents injuring occupant of other powered aircraft,,,12
E844.6,"Other specified air transport accidents injuring occupant of unpowered aircraft, except parachutist",,,3
E844.7,Other specified air transport accidents injuring parachutist (military) (other),,,75
E844.8,"Other specified air transport accidents injuring ground crew, airline employee",,,
E844.9,Other specified air transport accidents injuring other person,,,33
E845,Accident involving spacecraft,,,
E845.0,Accident involving spacecraft injuring occupant of spacecraft,,,1
E845.8,"Accident involving spacecraft injuring ground crew, airline employee",,,
E845.9,Accident involving spacecraft injuring other person,,,
E846,Accidents involving powered vehicles used solely within the buildings and premises of industrial or commercial establishment,,,4
E847,Accidents involving cable cars not running on rails,,,2
E848,"Accidents involving other vehicles, not elsewhere classifiable",,,635
E850,"Accidental poisoning by analgesics, antipyretics, and antirheumatics",XE,965,
E850.0,Accidental poisoning by heroin,XE,965.1,47
E850.1,Accidental poisoning by methadone,XE,965.1,106
E850.2,Accidental poisoning by other opiates and related narcotics,XE,965.1,996
E850.3,Accidental poisoning by salicylates,XE,965.3,181
E850.4,"Accidental poisoning by aromatic analgesics, not elsewhere classified",XE,965,1082
E850.5,Accidental poisoning by pyrazole derivatives,XE,965,1
E850.6,Accidental poisoning by antirheumatics (antiphlogistics),XE,965.2,191
E850.7,Accidental poisoning by other non-narcotic analgesics,XE,965,28
E850.8,Accidental poisoning by other specified analgesics and antipyretics,XE,965,204
E850.9,Accidental poisoning by unspecified analgesic or antipyretic,XE,965,14
E851,Accidental poisoning by barbiturates,XE,967,52
E852,Accidental poisoning by other sedatives and hypnotics,XE,967,
E852.0,Accidental poisoning by chloral hydrate group,XE,967,
E852.1,Accidental poisoning by paraldehyde,XE,967,1
E852.2,Accidental poisoning by bromine compounds,XE,967,1
E852.3,Accidental poisoning by methaqualone compounds,XE,967,
E852.4,Accidental poisoning by glutethimide group,XE,967,
E852.5,"Accidental poisoning by mixed sedatives, not elsewhere classified",XE,967,
E852.8,Accidental poisoning by other specified sedatives and hypnotics,XE,967,244
E852.9,Accidental poisoning by unspecified sedative or hypnotic,XE,967,138
E853,Accidental poisoning by tranquilizers,XE,967,
E853.0,Accidental poisoning by phenothiazine-based tranquilizers,XE,967,17
E853.1,Accidental poisoning by butyrophenone-based tranquilizers,XE,967,14
E853.2,Accidental poisoning by benzodiazepine-based tranquilizers,XE,967,814
E853.8,Accidental poisoning by other specified tranquilizers,XE,967,369
E853.9,Accidental poisoning by unspecified tranquilizer,XE,967,2
E854,Accidental poisoning by other psychotropic agents,XE,969,
E854.0,Accidental poisoning by antidepressants,XE,969,550
E854.1,Accidental poisoning by psychodysleptics [hallucinogens],XE,969,184
E854.2,Accidental poisoning by psychostimulants,XE,969,439
E854.3,Accidental poisoning by central nervous system stimulants,XE,969,228
E854.8,Accidental poisoning by other psychotropic agents,XE,969,71
E855,Accidental poisoning by other drugs acting on central and autonomic nervous system,XE,966,
E855.0,Accidental poisoning by anticonvulsant and anti-parkinsonism drugs,XE,966,419
E855.1,Accidental poisoning by other central nervous system depressants,XE,967,128
E855.2,Accidental poisoning by local anesthetics,XE,967,71
E855.3,Accidental poisoning by parasympathomimetics [cholinergics],XE,971,18
E855.4,Accidental poisoning by parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics,XE,971,53
E855.5,Accidental poisoning by sympathomimetics [adrenergics],XE,971,143
E855.6,Accidental poisoning by sympatholytics [antiadrenergics],XE,971,120
E855.8,Accidental poisoning by other specified drugs acting on central and autonomic nervous systems,XE,971,7
E855.9,Accidental poisoning by unspecified drug acting on central and autonomic nervous systems,XE,971,25
E856,Accidental poisoning by antibiotics,XE,960,93
E857,Accidental poisoning by other anti-infectives,XE,961,44
E858,Accidental poisoning by other drugs,XE,979,
E858.0,Accidental poisoning by hormones and synthetic substitutes,XE,962.3,546
E858.1,Accidental poisoning by primarily systemic agents,XE,963,636
E858.2,Accidental poisoning by agents primarily affecting blood constituents,XE,964,199
E858.3,Accidental poisoning by agents primarily affecting cardiovascular system,XE,972,3770
E858.4,Accidental poisoning by agents primarily affecting gastrointestinal system,XE,973,112
E858.5,"Accidental poisoning by water, mineral, and uric acid metabolism drugs",XE,974,149
E858.6,Accidental poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system,XE,975,466
E858.7,"Accidental poisoning by agents primarily affecting skin and mucous membrane, ophthalmological, otorhinolaryngological, and dental drugs",XE,976,211
E858.8,Accidental poisoning by other specified drugs,XE,979,779
E858.9,Accidental poisoning by unspecified drug,XE,979,411
E860,"Accidental poisoning by alcohol, not elsewhere classified",XE,981,
E860.0,Accidental poisoning by alcoholic beverages,XE,317,249
E860.1,Accidental poisoning by other and unspecified ethyl alcohol and its products,XE,317,19
E860.2,Accidental poisoning by methyl alcohol,XE,981,30
E860.3,Accidental poisoning by isopropyl alcohol,XE,981,62
E860.4,Accidental poisoning by fusel oil,XE,981,
E860.8,Accidental poisoning by other specified alcohols,XE,981,6
E860.9,Accidental poisoning by unspecified alcohol,XE,981,51
E861,"Accidental poisoning by cleansing and polishing agents, disinfectants, paints, and varnishes",XE,981,
E861.0,Accidental poisoning by synthetic detergents and shampoos,XE,976,128
E861.1,Accidental poisoning by soap products,XE,976,24
E861.2,Accidental poisoning by polishes,XE,981,12
E861.3,Accidental poisoning by other cleansing and polishing agents,XE,981,113
E861.4,Accidental poisoning by disinfectants,XE,981,41
E861.5,Accidental poisoning by lead paints,XE,984,
E861.6,Accidental poisoning by other paints and varnishes,XE,981,15
E861.9,"Accidental poisoning by unspecified cleansing and polishing agents, disinfectants, paints, and varnishes",XE,981,4
E862,"Accidental poisoning by petroleum products, other solvents and their vapors, not elsewhere classified",XE,981,
E862.0,Accidental poisoning by petroleum solvents,XE,981,6
E862.1,Accidental poisoning by petroleum fuels and cleaners,XE,981,129
E862.2,Accidental poisoning by lubricating oils,XE,981,3
E862.3,Accidental poisoning by petroleum solids,XE,981,
E862.4,"Accidental poisoning by other specified solvents, not elsewhere classified",XE,981,109
E862.9,"Accidental poisoning by unspecified solvent, not elsewhere classified",XE,981,16
E863,Accidental poisoning by agricultural and horticultural chemical and pharmaceutical preparations other than plant foods and fertilizers,,,
E863.0,Accidental poisoning by insecticides of organochlorine compounds,,,3
E863.1,Accidental poisoning by insecticides of organophosphorus compounds,,,25
E863.2,Accidental poisoning by carbamates,,,
E863.3,Accidental poisoning by mixtures of insecticides,,,6
E863.4,Accidental poisoning by other and unspecified insecticides,,,80
E863.5,Accidental poisoning by herbicides,,,3
E863.6,Accidental poisoning by fungicides,,,
